_unit_id,sentiment:confidence,text
623498684,1,"#Apple #AAPL Plans to Launch #iPhone6Mini Version in 2015 - Dec 8, 2014 - http://t.co/9vQBCn64Qr http://t.co/EAxUGfqKqo via @ZacksResearch"
623498685,1,See Which 11 Guru Fund Managers Hold #Apple #aapl http://t.co/7DnMlXMFVh
623498686,0.6672,@Apple stores will host #free #coding workshops for #HourOfCode on 12/11/14 http://t.co/339o5OVY6H Via @TechCrunch @codeorg #computerscience
623498687,1,Oh @Apple this is horrible packaging and shipping. #shame http://t.co/JaRpJYJ5Zu
623498688,1,"Apple Plans to Launch iPhone 6 Mini Version in 2015  $AAPL #aapl
http://t.co/CIvVif64xC"
623498689,1,"APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/YF5rGxvaWX"
623498690,1,.@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.
623498691,1,Tryng to get back on snapchat but the App Store isn't cooperating @apple
623498692,0.6474,"Rumor Roundup: A tale of three rumor blogs $AAPL #aapl
http://t.co/67H4rfCIWC"
623498693,0.5919,"@viticci when is @Dropbox removing photo upload? And are @apple covering refund for those who purchased based on features, that are no more?"
623498694,1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
623498695,1,RT @WillliamLemar: RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple
623498696,1,"@Apple #iOS8 Notification Center is a pain in the ass: No way to sort, no way to dismiss all notifications, and hitting that [x] on each app"
623498697,1,iPhone6 fell 2 ft. Screen shattered like it was blown up. @apple wants an additional $109 to fix it. Maybe make a product that lasts?
623498698,1,Is Apple a symptom of a tech bubble? Could Apple be overvalued? 700B Reasons for Apple's Valuation: https://t.co/MssFgcQiaF #Apple #AAPL
623498699,1,F u @Apple UR geniuses can suck my ass!
623498700,1,@justinbieber @apple get on it
623498701,1,"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
623498702,1,#AAPL:Jim Cramer: Why This Is Not the Tech Bubble We Saw in 2000...http://t.co/Yag6HUnBTa
623498703,1,"Apple: Dec 8 Total Trading Daily Profits 2.78/sh  #aapl #Stockaction #trading #Stocks #MKt 
http://t.co/Le2r9f5crg"
623498704,0.6542,BLOCK TRADE detected in #AAPL
623498705,1,"I hate my phone, I can't use it it's gone completely silent, and if I were to call @apple I would get even less help than I get now."
623498706,0.6722,Tim Cook Nominated for TIME's 2014 Person of the Year http://t.co/DUC1WnKodT #AAPL
623498707,0.7177,#Apple TV #Sales Topped by Chromecast: #AAPL Being Pushed Out: #Apple Inc. (AAPL) never made much of a fuss ab... http://t.co/F8iVLaaahw
623498708,0.6777,@Apple You should have your old products available to the people at the same economic standing as our current market at this sec. @AppStore
623498709,1,Time is running out! #trading #stocks #futures #forex #trader #spy #qqq #baba #aapl #gpro #fb #eem http://t.co/JH7BMS1Kgb
623498710,0.5118,thank you @apple for being such a little troll but putting the option close right above the save tab. LEGENDS
623498711,1,RT @IHCFO: Gonna go out on a limb. #Twtr will be this decade's #AAPL.
623498712,1,"Apple Inc. price at close, December 08, 2014, is 112.4. #apple #AAPL"
623498713,0.6643,APPLE'S TIM COOKE HITS THE NAIL ON THE HEAD http://t.co/96c0F0rfgX @tim_cook @apple #Apple #technews http://t.co/5cbhUAQbrL
623498714,1,"Monday's Analyst Moves: Apple Inc., Chevron Corporation, Starbucks ... http://t.co/WoLR3QcwBy #AAPL"
623498715,1,I love my phone so much thank you based god @apple
623498716,1,#AAPL:Here's why Apple shares will reach $135: Analyst...http://t.co/KTqY2USXRh
623498717,0.7201,"@apple @AppStore I want to exchange a sealed 16GB air 2 for a 64GB air 2, I will pay the difference. May I do this in a store?"
623498718,1,Daring Fireball: Transmit iOS and iCloud Drive @Apple http://t.co/kCByq0221c
623498719,1,The UI of the future: Three takeaways from @Apple pioneer Bill Fernandez @ZDNet @jasonhiner http://t.co/lS1u0QFSGh
623498720,0.6779,"Can we see the evidence, please? http://t.co/RCPyCRIfky #FactCheckThis RT @apple @snopes @moronwatch"
623498721,1,"HOW TO: Make a realistic, song-length drum track using @apple Logic Pro X Drummer: http://t.co/5o26s4ZrqC #ProAudio http://t.co/PNlkoLdie6"
623498722,0.6737,@India especially telling me that I've been randomly selected for a grant from our broke ass govt. I'm not @apple I don't get free govt $$$$
623498723,0.7012,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/R45I1MHYX5 @apple @LisaEadicicco"
623498724,0.7201,New Hearthstone Expansion 'Goblins vs Gnomes' Officially Launches [iOS Blog] http://t.co/LGJGwH13Va #AAPL
623498725,0.6722,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/lp9KPujmPg"
623498726,0.6722,Apple Inc. and Facebook Clash; Neither Is Wrong http://t.co/ELe0YAQdQO #AAPL
623498727,1,You'll be back in my life soon @apple
623498728,0.7039,Few spots left @WWCLondon's 10 Dec event @Apple http://t.co/LbKkp81uKE w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen @bridget_connell
623498729,0.6544,"@em_magazine @apple been hearin' alot of bad drums lately including ahem, http://t.co/erpgqILCEl... let's hope they check this guide out"
623498730,1,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/bxbjni5iHn @apple @LisaEadicicco"
623498731,1,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/obykvsjfJY @apple @LisaEadicicco"
623498732,1,@Apple HEY FUCK U MY PHONE SPEAKER NO LONGER WORKS JUST B/C
623498733,0.6758,@apple hey nvm but I shouldn't have to restart my phone to make it work
623498734,1,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/EhR3sX3DJG
623498735,0.5327,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/3mcZw84vbp
623498736,1,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/v2GViV6qnh
623498737,1,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/jMAL4mOWmz
623498738,0.6894,"@Apple [#Apple] #Names Its Best #iPhone and #iPad Apps of the #Year. (#Monday, 8 #December) http://t.co/diZhjbZbKn"
623498739,0.6614,"Apple Inc. is Catching up on iPhone 6 Supply, But Still Lagging Demand http://t.co/4b8UD92o8A #AAPL"
623498740,1,Here's @Apple's picks for best apps and games of 2014. http://t.co/1BWd8k32gv
623498741,0.5112,#AAPL deep in the money Calls
623498742,0.6491,#AAPL:See Which 11 Guru Fund Managers Hold Apple...http://t.co/Yt92v0Ove3
623498743,0.7324,"@CBCHomestretch my @Apple #iMac caught fire while not in use, just sitting on my desk. Luckily I was nearby and was able to sort it out."
623498744,1,"In case of accident, stay safe with our free @Apple app #Winnipeg http://t.co/wYJVGqW6qT"
623498745,1,I don't know what you're trying to do @apple but phone updates are turned off. Thanks for letting me 'aware' by error http://t.co/yMyoY61hz5
623498746,1,#AAPL providing another great entry point &lt; $115
623498747,1,@AzakFeverAFC phone is awful. Why is there a green line? Need a new one. @Apple sort it out. Not on. AF
623498748,1,@AzakFeverAFC @Apple Do you need Intel. Dm. JW.
623498749,1,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
623498750,1,#AAPL:Apple Inc. and Facebook Clash; Neither Is Wrong...http://t.co/UuvN8TkrRs
623498751,0.663,@AzakFeverAFC @Apple or you could learn to take pictures off the internet better
623498752,1,Steve Wozniak Says @Apple Starting In Garage Is A Complete Myth @stevewoz- http://t.co/JyAtqxYwha http://t.co/EaBOxjAoFd
623498753,0.6719,RT @jimmy5098: @AzakFeverAFC @Apple or you could learn to take pictures off the internet better
623498754,1,I'm learning all about Apple iPad mini Smart Cover - Green at @Influenster! @Apple http://t.co/RioO60xsQ1
623498755,1,"@brettgilmour @Apple You're not the only one apparently, based on that last interview we did with @carmilevy"
623498756,0.7201,"the ##Best #iPhone Apps Of The Year, #According To @Apple [#Apple]. (#Monday, 8 #December) http://t.co/rFE2j3C60K"
623498757,0.6894,"@Apple [#Apple] #(AAPL) Plans to #Launch #iPhone6 Mini Version in #2015. (#Monday, 8 #December) http://t.co/pq4NgQfDb3"
623498758,0.7436,Bose Products Could Be Returning to Apple Store Shelves Next Week http://t.co/0CMkapShb4 #AAPL
623498759,1,"Good grief, @Apple, could you all have a more sucky hold music queue playlist? No offense, but, ewwwwww! Johnny Cash into a rap song? Gross"
623498760,0.5236,"@Apple: You were doing great with Johnny cash, but Damn that was jarring!"
623498761,1,"@EM_Magazine @Apple How about showing us also in Sonar X3,Ableton Live,Propellerhead Reason,Reaper and MixCraft."
623498762,0.741,"Apple Stock in Upward Trend After 'Explosive' Holiday Quarter, Apple Watch Release in 2015 -  http://t.co/P5XPaYCE7t #AAPL"
623498763,1,The only reason I have an iPhone is because of iMessage. @apple BRUH make a better battery
623498764,0.6442,Check out @Apple MacBook Pro 15.4 Retina 2.6 Ghz i7 8gb 500gb ssd mid 2012 GT 650M 2magsafe #Apple http://t.co/6t7L3R7tIx via @eBay
623498765,0.6515,"Citi, BMO boost Apple price targets http://t.co/U3muDVsKbV #News #AAPL #Applepricetargets #Applestock #Apple #iPhone #News"
623498766,0.6825,#aapl #Apple stock price plummeting... Time to sell for a bit?
623498767,1,We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple
623498768,1,RT @SwiftKey: We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple
623498769,0.6578,RT @SwiftKey: We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple
623498770,0.6794,@apple - bring back #classiciPod #cantbelieveitsgone
623498771,1,Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google
623498772,1,@SwiftKey @Apple Oh In wish you guys would port hebrew from the android version already! I have swapping abck and forth
623498773,1,Bose products reportedly set to return to #Apple Store shelves as early as next week - http://t.co/fqnkD6rsDT #AAPL #JimmyIovine
623498774,1,"Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')"
623498775,0.7039,"#Apple Inc. #AAPL Price Target, EPS Estimates Raised by BMO http://t.co/LzZw8c3xhv via @ValueWalk"
623498776,0.7119,#Apple PT Raised to $135.00 #AAPL http://t.co/Ads3dEj0UR via @RatingsNetwork
623498777,1,RT @SwiftKey: We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple
623498778,1,@SwiftKey @Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable. Undeserved.
623498779,0.6719,#Former @Apple exec sentenced to one year in prison for selling #company #secrets http://t.co/EByDSh8Ufv #uasm
623498780,0.4895,I wonder if @Apple is aware that they use the international symbol for #KissMyAss in their retail stores? http://t.co/Z16LEgkKNO
623498781,1,"Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
623498782,1,Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad
623498783,1,Great time had @Apple store on Friday. @RussellFerg &amp; his #krumpers &amp; a #talkBack http://t.co/N6RdHXm2oP @TWDanceCenter #UrbanNutcracker
623498784,1,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
623498785,1,"RT @ColdDimSum: Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')"
623498786,0.6796,#AAPL:Apple Just Patented An Idea That Steve Jobs Would Have Hated...http://t.co/7ZWB6A98Kj
623498787,0.6792,Omg this girl is STILL using my email to try and login to her @Apple act! You have the wrong email! Stop trying to 'verify'!
623498788,1,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
623498789,0.636,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
623498790,1,Completely in love with my @apple #iphone6 right now. Playing with my #newphone &amp; digging into some @pappajohns. Day=Complete #pizza
623498791,0.6643,@Apple @iTunes #WhitePower #HateMusic #HateSpeech #IcantBreathe Not A Good Look http://t.co/ayV9kMemfj
623498792,1,@FastCoExist If you use @Apple congrats you just gave the government permission to spy on you.  #Apple
623498793,1,@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.
623498794,1,cool 90 minutes later I now have Yosemite X on Macbook not bad for an almost 10 year old computer still run strong @Apple #winning
623498795,0.6722,"Apple Inc. is Catching up on iPhone 6 Supply, But Still Lagging Demand http://t.co/kevjUx24MN #AAPL"
623498796,1,Always so impressed with the customer service at the @apple store square one. My laptop works again and didn't cost me a dime!
623498797,0.6801,.@Apple there is still not a suicide note template on your most recent pages update how much longer do I have to wait
623498798,1,Few spots left @WWCLondon's 10 Dec event @Apple w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen... http://t.co/2XLmDI61HF
623498799,1,thanks @apple for making life complicated
623498800,0.6521,"#mkt Final #AAPL #PutCallRatios for Monday, December 8, 2014:  http://t.co/PMJ7YF8RtB"
623498801,1,"Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/Ocz4egZX8h via Hamzei  $$"
623498802,0.635,thanking @apple for the 'do not disturb' feature
623498803,0.5036,the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple
623498804,1,RT @saigeist: the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple
623498805,0.6797,"RT @OptionsFeed: Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/Ocz4egZX8h via Hamzei  $$"
623498806,1,Apple Inc. vs Google Inc: The Battle Of The Tech Giants http://t.co/eQx6S6fxtP #AAPL
623498807,1,RT @gxldblvnts: thanking @apple for the 'do not disturb' feature
623498808,1,Hope @Apple &amp; #iOS will allow compact views for 3rd party keyboards like #SwiftKey and #Swype do on #Android.
623498809,1,"My MacBook Pro is now as annoying as my ASUS Windows 8 computer. Freezing, laggy, etc.  So much for @apple's excellence."
623498810,0.6894,RT @recentrates: Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad
623498811,0.7279,@VRich_ I want a gold metallic MacBook to go with my iPhone 6 plus @apple
623498812,0.6525,Natalie Portman Passes on Aaron Sorkin's Steve Jobs Movie http://t.co/mHR1YwcFKW #AAPL
623498813,1,5 Companies Growing Faster Than Apple Inc. http://t.co/SvbEfgMS7O #AAPL
623498814,1,"Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/m7kpdgqeyy"
623498815,0.6922,From @verso: @Apple Retail Celebrates Computer Science Education Week http://t.co/TfAY5reAce #hourofcode
623498816,0.7039,Why can't we FaceTime more than one person at a time @apple ? I need answers dammit until then oovoo winning.
623498817,0.6789,"@Armitagina well they don't want people recording the movie, I guess. We'll see. I know it's crazy! But just RA, LP and LE will be @Apple."
623498818,0.6772,#Apple 'hoarding' #iPhone6 supply for its own stores http://t.co/2pXYcbV7gd #IBDBlogs via @IBDinvestors  #aapl
623498819,1,.@Apple needs to consider these emoji's! I REALLY NEED THEM IN MY LIFE!!! http://t.co/HYpcrcgJ44 via @buzzfeed
623498820,1,'Not a book on how @Apple or @Starbucks grow global brands. This is your book on how to grow your #stickybrand ' http://t.co/aJt29u9Bt1
623498821,0.6635,"#Apple Inc. is Catching up on #iPhone6 Supply, But Still Lagging Demand | The Motley Fool #aapl http://t.co/qI7Wh3yh48"
623498822,1,#Apple Inc. and #Facebook Clash; Neither Is Wrong | The Motley Fool #fb #aapl http://t.co/AAy60rtQFC
623498823,0.6804,My old iPhone exploded for no good reason @apple what the heck??? http://t.co/z0SDrKsbwT
623498824,1,CNBCTV: Buy #Apple's pullback? http://t.co/nlu6irYKVL #aapl
623498825,0.8938,my computer sux @apple fix it
623498826,0.6758,"No videos tonight, turns out iPads still need electricity to function. Figure it out, @apple 

PS lol key studies at 144"
623498827,0.6515,"Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498828,1,"For the past week my phone stay freezing &amp; closing out apps on me, wtf @apple?!"
623498829,0.6587,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498830,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498831,0.6725,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498832,0.665,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498833,0.6635,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498834,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498835,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498836,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498837,0.6752,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498838,0.7016,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498839,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498840,0.3467,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498841,0.6823,"@TeamCavuto @Apple Neil, the problem is NOT the POLICE but the GOVT as Neal Bootz points out so well: http://t.co/UNaoaL3cOP"
623498842,0.6635,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498843,0.6866,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498844,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498845,0.6635,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498846,0.5045,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498847,0.6894,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498848,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498849,0.6868,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498850,0.7279,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498851,0.652,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498852,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498853,0.6595,"Apple sux '@TeamCavuto: Protesters stage protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.'"
623498854,0.6722,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498855,0.66,"@TeamCavuto @Apple Not just you, I agree, we need to refocus on peace, there is to much violence in the USA nowdays"
623498856,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498857,0.5153,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498858,0.59,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498859,0.5165,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498860,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498861,0.6581,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498862,1,@prettynumbers @TeamCavuto @Apple For so many reasons. https://t.co/aeHBi4IvoG
623498863,0.6827,@TeamCavuto @Apple all they are doing now is alienating people. Blocking Federal Interstates need to be stopped too. Endangering lives.
623498864,0.6672,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498865,0.7253,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498866,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498867,0.6658,"@prettynumbers @TeamCavuto @Apple Also, Steve Jobs? Overrated. https://t.co/0Zu1Cga8kP"
623498868,0.4976,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498869,0.5022,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498870,0.7284,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498871,0.6804,@eternalmuke wtf Siri step your game up @apple
623498872,0.6643,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498873,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498874,0.501,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498875,0.6722,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498876,0.6544,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498877,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498878,0.6635,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498879,0.7422,"@TeamCavuto @Apple Macy's and Apple, they just want to be on the news"
623498880,0.7113,@TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.
623498881,0.6708,@TeamCavuto @Apple Most of these stooges have no idea why they're even out there. This is Occupy v.2.
623498882,0.6792,@TeamCavuto @Apple Whose paying the Professional Protesters? They seem Occupy Wall Street types.  Wake Up America. This is disgust BS.
623498883,0.732,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498884,0.7206,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498885,1,@SealsKevin @TeamCavuto @Apple Hopefully endangering their own lives!
623498886,0.6932,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498887,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498888,0.6825,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498889,0.5085,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498890,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498891,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498892,0.3327,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498893,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498894,0.5078,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498895,0.7253,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498896,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498897,0.6739,@pambesteder @TeamCavuto @Apple well said
623498898,0.6722,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498899,0.6801,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498900,1,"#AAPL:Apple trial continues, without a plaintiff for now...http://t.co/DjDkC4HkPZ"
623498901,0.5025,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498902,0.6894,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498903,0.7256,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498904,0.7651,I just got this charger like 2 weeks ago what the frick @apple
623498905,1,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498906,1,@TeamCavuto @Apple They're staging a die in ar an Apple store while being on their iPhone.
623498907,1,Anyone else notice the arm hair color of the Fallon/Timberlake hand models is backwards in the @apple iPhone gaming spot?
623498908,0.7333,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498909,0.6538,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498910,1,RT @pambesteder: @TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.
623498911,0.5165,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498912,0.5037,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree."
623498913,0.6606,.@TeamCavuto @Apple I don't believe it matters if you think this anger is misplaced. #DieIn
